STRING ID,DESCRIPTION,ENGLISH,FRENCH / FRANÇAIS,SPANISH / ESPAÑOL,GERMAN / DEUTSCH,ITALIAN / ITALIANO,PORTUGUESE / PORTUGUÊS (BR),PORTUGUESE / PORTUGUÊS (PT),RUSSIAN / РУССКИЙ,GREEK / ΕΛΛΗΝΙΚΑ,TURKISH / TÜRKÇE,DANISH / DANSK,NORWEGIAN (NB) / NORSK BOKMÅL,SWEDISH / SVENSKA,DUTCH / NEDERLANDS,POLISH / POLSKI,FINNISH / SUOMI,JAPANESE / 日本語,SIMPLIFIED CHINESE / 简体中文,TRADITIONAL CHINESE / 繁体中文,KOREAN / 한국어,CZECH / ČEŠTINA,HUNGARIAN / MAGYAR,ROMANIAN / ROMÂNĂ,THAI / ภาษาไทย,BULGARIAN / БЪЛГАРСКИ,עברית / HEBREW, العربية / ARABIC,BOSNIAN / bosanski jezik,Indonesian / Bahasa Indonesia,Afrikaans / Afrikaans,Basque / euskara,Belarusian / беларуская мова,Catalan / català,Estonian / eesti,Icelandic / Íslenska,Latvian / latviešu valoda        ,Lithuanian / lietuvių kalba,Slovak / Slovenčina,Slovenian / Slovenski jezik,Ukrainian / Українська,Vietnamese / Tiếng Việt
CONTEXT_CHARACTER_NEW,Typically used in rpgs/mmorpgs,New Character,Nouveau personnage,Nuevo personaje,Neuer Charakter,Nuovo personaggio,Novo Personagem,Nova personagem,Новый персонаж,Δημιουργία Χαρακτήρα,Yeni Karakter,Ny karakter,Ny karakter,Ny karaktär,Nieuw Personage,Nowa Postać,Uusi hahmo,新規キャラクター,创新角色,創新角色,캐릭터 만들기,Nová postava,Új karakter,Personaj nou,ตัวละครใหม่,Нов герой,דמות חדשה,شخصية جديدة,Novi Lik,Karakter baru,Nuwe karakter,Pertsonaia berria,Новы характар,Nou personatge,Uus iseloom,Nýtt eðli,Jauns raksturs,Naujas simbolis,Nový znak,Nov značaj,Новий характер,Nhân vật mới
CONTEXT_CLASS_AI,[Noun],Artificial Intelligence,Intelligence Artificielle,Inteligencia Artificial,Künstliche Intelligenz,Intelligenza Artificiale,Inteligência Artificial,Inteligência Artificial,Искусственный интеллект,Τεχνιτή Νοημοσύνη,Yapay Zekâ,Kunstig Intelligens,Kunstig Intelligens,Artificiell intelligens,Kunstmatige intelligentie,Sztuczna Inteligencja,Tekoäly,人工知能,人工智能,人工智能,인공지능,Umělá inteligence,Mesterséges Intelligencia,Inteligență Artificială,ปัญญาประดิษฐ์,Изкуствен интелект,בינה-מלאכותית,ذكاء صنعي,Umjetna Inteligencija,Kecerdasan buatan,Kunsmatige intelligensie,Inteligentzia artifiziala,Штучны інтэлект,Intel · ligència artificial,Tehisintellekt,Gervigreind,Mākslīgais intelekts,Dirbtinis intelektas,Umela inteligencia,Umetna inteligenca,Штучний інтелект,Trí tuệ nhân tạo
CONTEXT_CLASS_ALIEN,[Noun],Alien,Extraterrestre,Alienígena,Alien,Alieno,Extraterrestre,Extraterrestre,Пришелец,Εξωγήινος,Uzaylı,Rumvæsen,Romvesen,Utomjording,Buitenaards wezen,Kosmita,Avaruusolio,エイリアン,外星人,外星人,외계인,Mimozemšťan,Idegen,Extraterestru,เอเลี่ยน,Извънземно,חייזר,كائن فضائي,Vanzemaljac,Asing,Uitheemse,Airb,Чутнасць,Estranger,Välismaalane,Alien.,Ārzemnieks,Alien.,Votrelec,Alien.,Чужий,Alien.
CONTEXT_CLASS_CLONE,[Noun],Clone,Clone,Clon,Klon,Clone,Clone,Clone,Клон,Κλόνος,Klon,Klon,Klon,Klon,Kloon,Klon,Klooni,クローン,复制,複製人,복제 인간,Klon ,Klón,Clonă,โคลน,Клонинг,כפיל,مستنسخ,Klon,Klon,Kloon,Galtze,Клон,Clon,Kloonima,Klón.,Klons,Klonas. \ T,Klon,Klon,Клон,Dòng vô tính
CONTEXT_CLASS_CYBORG,[Noun],Cyborg,Cyborg,Cyborg,Cyborg,Cyborg,Ciborgue,Ciborgue,Киборг,Cyborg,Siber,Cyborg,Cyborg,Cyborg,Cyborg,Cyborg,Kyborgi,サイボーグ,机器人,機器人,사이보그,Cyborg,Kiborg,Cyborg,ไซบอร์ก,Киборг,אדם-מכונה,سايبورغ,Kiborg,Cyborg.,Cyborg,Cyborg,Кібарг,Cyborg,Küber,Cyborg.,Cyborg,Cyborg.,Cyborg,Cyborg.,Кіборг,Cyborg.
CONTEXT_CLASS_DEITY,[Noun],Deity,Divinité,Deidad,Gottheit,Divinità,Divindade,Divindade,Божество,Θεότητα,Tanrısal Varlık,Guddom,Guddom,Gudom,Godheid,Bóstwo,Jumalhahmo,神,神灵,神靈,신,Božstvo,Istenség,Zeitate,เทพ,Божество,ישות,معبود,Božanstvo,Dewa,Dieheid,Baimen,Бадзянства,Deïtat,Jumalus,Guðdómur,Dievība,Dievybė,Božstvo,Božanstvo,Божество,Thần linh
CONTEXT_CLASS_DEMON,[Noun],Demon,Démon,Demonio,Dämon,Demone,Demônio,Demónio,Демон,Δαίμονας,Şeytan,Dæmon,Demon,Demon,Demoon,Demon,Demoni,悪魔,魔鬼,魔鬼,악마,Démon,Démon,Demon,ปีศาจ,Демон,שד,شيطان,Demon,Setan,Demoon,Deabru,Дэман,Demoni,Deemon,Demon,Dēmons,Demonas,Démon,Demon,Демон,Quỷ
CONTEXT_CLASS_DEMONNESS,[Noun],Demoness,Démone ,Súcubo,Teuflin,Demonessa,Demônia,Demónia,Демонесса,Δαιμόνισσα,Şeytaniçe,Hundæmon,Hundemon,Demon,Demone,Demon,Demonitar,女悪魔,女魔,女魔,악마,Démon,Démon,Demoniță,เหล่าปีศาจ,Демон,שדה,شيطانة,Demonica,Demoness.,Demoness,Demonio,Дамаманія,Demoness,Demondes,Demempt.,Dēmons,Demoness.,Démon,Demoness.,Демонстрація,Quỷ dữ
CONTEXT_CLASS_DRAGON,[Noun],Dragon,Dragon,Dragón,Drache,Drago,Dragão,Dragão,Дракон,Δράκος,Ejderha,Drage,Drage,Drake,Draak,Smok,Lohikäärme,ドラゴン,龙,龍,드래곤,Drak,Sárkány,Dragon,มังกร,Дракон,דרקון,تنين,Zmaj,Naga,Draak,herensuge,Цмок,Drac,Draakon,Dragon.,Pūķis,drakonas,drak,Dragon.,Дракон,Rồng.
CONTEXT_CLASS_DRAGON_PLURAL,[Noun/Plural],Dragons,Dragons,Dragones,Drachen,Draghi,Dragões,Dragões,Драконы,Δράκοι,Ejderhalar,Drager,Drager,Drakar,Draken,Smoki,Lohikäärmeet,ドラゴン,龙,龍,드래곤,Draci,Sárkányok,Dragoni,มังกร,Дракони,דרקונים,تنانين,Zmajevi,Naga,Drake,Drugonontziak,Драконы,Dracs,Draakonid,Drekar,Pūķi,Dragons.,Drak,Dragons.,Дракони,con rồng
CONTEXT_CLASS_GHOST,[Noun],Ghost,Fantôme,Fantasma,Geist,Fantasma,Fantasma,Fantasma,Призрак,Φάντασμα,Hayalet,Spøgelse,Spøkelse,Spöke,Geest,Duch,Haamu,幽霊,鬼,鬼,유령,Duch,Szellem,Fantomă,ผี,Дух,רוח-רפאים,شبح,Duh,Hantu,Spook,Mamu,Здань,Fantasma,Kummitus,Draugur,Spoks,Vaiduoklis,Duch,Ghost.,Привид,Con ma
CONTEXT_CLASS_GOD,[Noun],God,Dieu,Dios,Gott,Dio,Deus,Deus,Бог,Θεός,Tanrı,Gud,Gud,Gud,God,Bóg,Jumala,神,神,神,신,Bůh,Isten,Zeu,พระเจ้า,Бог,אל,إله,Bog,Tuhan,God,Jainko,Бог,Déu,Jumal,Guð,Dievs,Dievui,Boha,Bog,Бог,Chúa Trời
CONTEXT_CLASS_GOD_PLURAL,[Noun/Plural],Gods,Dieux,Dioses,Götter,Dei,Deuses,Deuses,Боги,Θεοί,Tanrılar,Guder,Guder,Gudar,Goden,Bogowie,Jumalat,神々,神,神,신,Bohové,Istenek,Zei,พระเจ้า,Богове,אלילים,آلهة,Bogovi,Dewa.,Gode,Jainkoak,Багі,DÉUS,Jumalad,Guðir,Dievi,Dievai,Bohovia,Bogovi,Боги,Thần
CONTEXT_CLASS_GODDESS,[Noun],Goddess,Déesse,Diosa,Göttin,Dea,Deusa,Deusa,Богиня,Θεά,Tanrıça,Gudinde,Gudinne,Gudinna,Godin,Bogini,Jumalatar,女神,女神,女神,여신,Bohyně,Istennő,Zeiță,เทพเจ้า,Богиня,אלילה,إلاهة,Božica,Dewi,Godin,Jainkosa,Багіня,Deessa,Jumalanna,Gyðja,Dieviete,Deivė,Bohyňa,Boginja,Богиня,Nữ thần
CONTEXT_CLASS_MAGE,[Noun],Mage,Mage,Mago,Magier,Mago,Mago,Mago,Маг,Μάγος,Büyücü,Magiker,Magiker,Magiker,Magiër,Mag,Maagi,魔法使い,魔法师,魔法師,마법사,Mág,Mágus,Mag,นักเวทย์,Магьосник,קוסם,ساحر,Mag,Mage.,Towerny,Istilu,Маг,Mage,Mage,Mage.,Mags,Mage.,Mage,Mage.,Маг,Pháp sư
CONTEXT_CLASS_MEDIC,[Noun] A person involved in medicine,Medic,Medic,Médico,Mediziner,Medico,Médico,Médico,Медик,Ιατρός,Doktor,Læge,Lege,Sjukvårdare,Doctor,Medyk,Lääkintämies,メディック,军医,軍醫,의무관,Medik,Felcser,Medic,แพทย์,Лечител,חובש,مسعف,Liječnik,Medis,Werktuig,Ezkontasun,Медыка,Medic metge,Meditsiin,Lyf,Medicīnisks,Medic.,Lekár,Medic.,Медик,Medic.
CONTEXT_CLASS_MONSTER,[Noun],Monster,Monstre,Monstruo,Monster,Mostro,Monstro,Monstro,Монстр,Τέρας,Canavar,Monster,Monster,Monster,Monster,Potwór,Hirviö,モンスター,怪兽,怪獸,괴물,Monstrum,Szörny,Monstru,สัตว์ประหลาด,Чудовище,מפלצת,وحش,Čudovište,Raksasa,Monster,Munstro,Пачвара,Monstre,Koletis,Skrímsli,Briesmonis,Monstras,Monštrum,Pošast,Монстр,Quái vật
CONTEXT_CLASS_NINJA,[Noun],Ninja,Ninja,Ninja,Ninja,Ninja,Ninja,Ninja,Ниндзя,Νίντζα,Ninja,Ninja,Ninja,Ninja,Ninja,Ninja,Ninja,忍者,忍者,忍者,닌자,Ninja,Nindzsa,Ninja,นินจา,Нинджа,נינג'ה,نينجا,Ninja,Ninja.,Ninja,Ninja,Ніндзя,Ninja,Ninja,Ninja.,Ninja,Ninja.,Ninja,Ninja,Ніндзя,nhẫn giả
CONTEXT_CLASS_PIRATE,[Noun],Pirate,Pirate,Pirata,Pirat,Pirata,Pirata,Pirata,Пират,Πειρατής,Korsan,Pirat,Pirat,Pirat,Piraat,Pirat,Merirosvo,海賊,海贼,海賊,해적,Pirát,Kalóz,Pirat,โจรสลัด,Пират,פיראט,قرصان,Pirat,Bajak laut,Seerower,Pirata,Пірат,Pirata,Piraat,Sjóræningi,Pirāts,Piratas,Pirát,Pirate.,Піратський,Cướp biển
CONTEXT_CLASS_PRIEST,[Noun],Priest,Prêtre,Sacerdote,Priester,Prete,Padre,Padre,Жрец,Παπάς,Rahip,Præst,Prest,Präst,Priester,Kapłan,Pappi,僧侶,祭士,祭士,사제,Kněz,Pap,Preot,นักบวช,Свещеник,כומר,كاهن,Sveštenik,Pendeta,Priester,Apaiz,Святар,Capellà,Preester,Prestur,Priesteris,Kunigas,Kňaz,Duhovnik,Священик,Thầy tu
CONTEXT_CLASS_PRINCE,[Noun],Prince,Prince,Príncipe,Prinz,Principe,Príncipe,Princípe,Принц,Πρίγκηπας,Prens,Prins ,Prins,Prins,Prins,Książę,Prinssi,王子,王子,王子,왕자,Princ ,Herceg,Prinț,เจ้าชาย,Принц,נסיך,أمير,Princ,Pangeran,Prins,Printze,Прынц,Príncep,Prints,Prince.,Princis,Princas,Knieža,princ,Князь,Hoàng tử
CONTEXT_CLASS_PRINCESS,[Noun],Princess,Princesse,Princesa,Prinzessin,Principessa,Princesa,Princesa,Принцесса,Πριγκήπισσα,Prenses,Prinsesse,Prinsesse,Princessa,Prinses,Księżniczka,Prinsessa,姫,公主,公主,공주,Princezna,Hercegnő,Prințesă,เจ้าหญิง,Принцеса,נסיכה,أميرة,Princeza,putri,Prinses,Printzesa,Прынцэса,Princesa,Printsess,Prinsessa,Princese,Princesė,Princezná,Princesa.,Принцеса,công chúa
CONTEXT_CLASS_ROBOT,[Noun],Robot,Robot,Robot,Roboter,Robot,Robô,Robô,Робот,Ρομπότ,Robot,Robot,Robot,Robot,Robot,Robot,Robotti,ロボット,机器人,機器人,로봇,Robot,Robot,Robot,หุ่นยนต์,Робот,רובוט,رجل آلي,Robot,Robot,Robot,Automata,Робат,Robot,Robot,Vélmenni,Robots,Robotas,Robot,Robot.,Робот,Robot.
CONTEXT_CLASS_SKELETON,[Noun],Skeleton,Squelette,Esqueleto,Skelett,Scheletro,Esqueleto,Esqueleto,Скелет,Σκελετός,İskelet,Skelet,Skjelett,Skelett,Skelet,Szkielet,Luuranko,スケルトン,尸骨,屍骨,스켈레톤,Kostlivec,Csontváz,Schelet,โครงกระดูก,Скелет,שלד,هيكل عظمي,Skelet,Kerangka,Geraamte,Eskeleto,Шкілет,Esquelet,Skelett,Beinagrind,Skelets,Skeletas. \ T,Skeletón,Okostje.,Скелет,Skeleton.
CONTEXT_CLASS_SNIPER,[Noun],Sniper,Sniper,Francotirador,Scharfschütze,Cecchino,Franco-atirador,Atirador furtivo,Снайпер,Σκοπευτής,Keskin Nişancı,Snigskytte,Snigskytter,Prickskytt,Sluipschutter,Snajper,Tarkka-ampuja,狙撃手,狙击射手,狙擊手,저격수,Sniper,Mesterlövész,Lunetist,สไนเปอร์,Снайперист,צלף,قناص,Snajper,Sniper.,Skerpskutter,Frankotiratzaile,Снайпер,Franctirador,Snaiper,Sniper.,Sniperis,Snaiperis,Sniper,Sniper.,Снайпер,Kẻ bắn tỉa
CONTEXT_CLASS_SOLDIER,[Noun],Soldier,Soldat,Soldado,Soldat,Soldato,Soldado,Soldado,Солдат,Στρατιώτης,Asker,Soldat,Soldat,Soldat,Soldaat,Żołnierz,Sotilas,ソルジャー,战士,戰士,군인,Voják,Katona,Soldat,ทหาร,Войник,חייל,جندي,Vojnik,Tentara,Soldaat,Soldadu,Салдат,Soldat,Sõdur,Hermaður,Karavīrs,Kareivis,Vojak,Vojak,Солдат,Lính
CONTEXT_CLASS_THIEF,[Noun],Thief,Voleur,Ladrón,Dieb,Ladro,Ladrão,Ladrão,Вор,Κλέφτης,Hırsız,Tyv,Tyv,Tjuv,Dief,Złodziej,Varas,盗賊,盗贼,盜賊,도둑,Zloděj,Tolvaj,Pungaș,โจร,Крадец,גנב,لص,Lopov,Maling,Dief,Lapur,Злодзей,Lladre,Varas,Þjófur,Zaglis,Vagis,Zlodej,Thief.,Злодій,Thief.
CONTEXT_CLASS_WARRIOR,[Noun],Warrior,Guerrier,Guerrero,Krieger,Guerriero,Guerreiro,Guerreiro,Воин,Πολεμιστής,Savaşçı,Kriger,Kriger,Krigare,Krijger,Wojownik,Soturi,戦士,武士,武士,전사,Válečník,Harcos,Războinic,นักรบ,Воин,לוחם,محارب,Ratnik,pejuang,Krygsman,Gerrari,Воін,Guerrer,Sõdalane,Kappi,Karavīrs,Warrior.,Bojovník,Warrior.,Воїн,chiến binh
CONTEXT_CLASS_WIZARD,[Noun],Wizard,Magicier,Hechicero,Zauberer,Mago,Feiticeiro,Feiticeiro,Колдун,Μάγος,Sihirbaz,Troldmand,Trollmann,Trollkarl,Tovenaar,Czarnoksiężnik,Velho,魔術師,巫师,巫師,마법사,Kouzelník,Varázsló,Vrăjitor,ผู้วิเศษ,Вълшебник,מכשף,مشعوذ,Čarobnjak,Penyihir,Towenaar,Emode,Майстарак,mag,Viisard,Töframaður,Vednis,burtininkas,Čarodejník,Čarovnik,Чарівник,Thuật sĩ
CONTEXT_CLASS_ZOMBIE,[Noun],Zombie,Zombie,Zombi,Zombie,Zombie,Zumbi,Zombie,Зомби,Ζόμπι,Zombi,Zombie,Zombie,Zombie,Zombie,Zombie,Zombi,ゾンビ,僵尸,僵尸,좀비,Zombie,Zombi,Zombie,ซอมบี้,Зомби,זומבי,زومبي,Zombi,Zombie.,Zombie,Zombi,Зомбі,Zombi,Zombie,Zombie.,Zombija,Zombie.,Zombie,Zombi.,Зомбі,Thây ma
CONTEXT_CLASS_ZOMBIE_PLURAL,[Noun/Plural],Zombies,Zombies,Zombis,Zombies,Zombie,Zumbis,Zombies,Зомби,Ζόμπι,Zombiler,Zombier,Zombier,Zombier,Zombies,Zombie,Zombit,ゾンビ,僵尸,僵尸,좀비,Zombíci,Zombik,Zombies,ซอมบี้,Зомбита,זומבים,زومبيات,Zombiji,Zombies.,Zombies,Zombi,Зомбі,Zombis,Zombid,Zombies.,Zombiji,Zombiai,Zombie,Zombija,Зомбі,Zombie.
CONTEXT_COMPETITION_FIRST,[Noun],First place,Première place,Primer puesto,Erster Platz,Primo posto,Primeiro Lugar,Primeiro Lugar,1-е место,Πρώτη θέση,Birinci,Førsteplads,Førsteplass,Första plats,Eerste plaats,Pierwsze miejsce,Ensimmäinen sija,一位,第一名,第一名,일등,První místo,Első hely,Primul loc,อันดับหนึ่ง,Първо място,מקום ראשון,المركز الأول,Prvo Mjesto,Tempat pertama,Eerste plek,Lehen postua,Першае месца,Primer lloc,Esimene koht,Fyrsta sæti,Pirmā vieta,Pirmoji vieta,Prvé miesto,Prvo mesto,Першість,Địa điểm đầu tiên
CONTEXT_COMPETITION_PLACE_NOUN,[Noun] What place someone came in competition,Place,Place,Puesto,Platz,Posto,Lugar,Lugar,Место,Θέση,Sıra,Plads,Plass,Plats,Plaats,Miejsce,Sija,順位,名次,名次,등수,Místo,Helyezés,Loc,อันดับ,Място,מקום,المركز,Mjesto,Tempat,Plaas,Leku,Месца,Col·locar,Koht,Staður,Vieta,Vieta. \ T,Miesto,Kraj,Місце,Địa điểm
CONTEXT_COMPETITION_SECOND,[Noun],Second place,Deuxième place,Segundo puesto,Zweiter Platz,Secondo posto,Segundo Lugar,Segundo Lugar,2-е место,Δεύτερη θέση,İkinci,Andenplads,Andreplass,Andra plats,Tweede plaats,Drugie miejsce,Toinen sija,二位,第二名,第二名,이등,Druhé místo,Második hely,Al doilea loc,อันดับสอง,Второ място,מקום שני,المركز الثاني,Drugo Mjesto,Tempat kedua,Tweede plek,Bigarren postua,Другое месца,Segon lloc,Teine koht,Annað sæti,Otrā vieta,Antra vieta,Druhé miesto,Drugo mesto,Друге місце,Nơi thứ hai
CONTEXT_COMPETITION_THIRD,[Noun],Third place,Troisième place,Tercer puesto,Dritter Platz,Terzo posto,Terceiro Lugar,Terceiro Lugar,3-е место,Τρίτη θέση,Üçüncü,Tredjeplads,Tredjeplass,Tredje plats,Derde plaats,Trzecie miejsce,Kolmas sija,三位,第三名,第三名,삼등,Třetí místo,Harmadik hely,Al treilea loc,อันดับสาม,Трето място,מקום שלישי,المركز الثالث,Treće Mjesto,Posisi ketiga,Derde plek,Hirugarren postua,Трэцяе месца,Tercer lloc,Kolmas koht,Þriðja sæti,Trešā vieta,Trečia vieta,Tretie miesto,Tretje mesto,Третє місце,Địa điểm thứ ba.
CONTEXT_CONDITION_BURNING,[Adjective],Burning,En feu,En llamas,Brennender,A fuoco,Queimando,A arder,Горящий,Φλεγόμενο,Yanan,Brændende,Brennende,Brinnande,Brandend,Popażony,Liekeissä,炎上,燃烧,燃燒中,화상,Hořící,Égés,În flăcări,ไหม้,Горящ,שורף,محترق,Goriti,Pembakaran,Verbrand,Errebing,Спальванне,Cremant,Põletamine,Brennur,Dedzināšana,Deginimas,Horiaci,Gorenje,Палаючий,Đốt cháy
CONTEXT_CONDITION_CRITICAL,[Adjective],Critical,Critique,Crítico,Kritischer,Critico,Estado grave,Estado grave,В критическом состоянии,Σε κρίσιμη κατάσταση,Kritik,Såret kritisk,Kritisk såret ,Svårt skadad,Kritisch,Krytyczny,Kriittinen,瀕死,瀕死,瀕死,치명상,Kritický,Kritikus,Critical,คริติคอล,В критично състояние,אנוש,حاسم,Kritično,Kritis,Krities,Kritiko,Крытычны,Crític,Kriitiline,Critical.,Kritisks,Kritiškai,Kritický,Kritično,Критичний,Phê bình
CONTEXT_CONDITION_DEAD,[Adjective] [Default male],Dead,Mort,Muerto,Toter,Morto,Morto,Morto,Мёртв,Νεκρός,Ölü,Død,Død,Död,Dood,Martwy,Kuollut,死亡,死亡,死亡,사망,Mrtvý,Halott,Mort,ตาย,Мъртъв,מת,ميّت,Mrtav,Mati,Dood,Hil,Мёртвы,Mort,Surnud,Dead.,Miris,Miręs,Mŕtvy,Mrtev,Мертвий,Đã chết
CONTEXT_CONDITION_FROZEN,[Adjective] [Default male],Frozen,Gelé,Congelado,Gefrohrener,Ghiacciato,Congelado,Congelado,Заморожен,Παγωμένος,Donmuş,Frossen,Frossen,Fryst,Bevroren,Zamrożony,Jäässä,凍結,凍結,凍結,동결,Zmražený,Fagyott,Înghețat,หนาวเย็น,Замразен,קפוא,مجمّد,Zaleđen,Beku,Gevries,Izoztu,Замёрзлы,Congelat,Külmutatud,Frosinn,Iesaldēts,Užšaldyti,Zamrznutý,Zamrznjeno,Заморожений,Đông cứng
CONTEXT_CONDITION_POISONED,[Adjective] [Default male],Poisoned,Empoisonné,Envenenado,Vergifteter,Avvelenato,Envenenado,Envenenado,Отравлен,Δηλητηρισμένος,Zehirlenmiş,Forgiftet,Forgiftet,Förgiftad,Vergiftigd,Otruty,Myrkytetty,毒,毒,中毒,중독,Otrávený,Mérgezett,Otrăvit,ติดพิษ,Отровен,מורעל,مسمم,Otrovan,Keracunan,Vergiftig,Pozoitsu,Атручаны,Envellenyat,Mürgitatud,Eitruð,Saindēts,Apsinuodijęs,Otrávený,Zastrupljen,Отруєний,Độc
CONTEXT_CONDITION_SLOWED,[Adjective] [Default male],Slowed,Ralenti,Ralentizado,Verlangsamter,Rallentato,Lento,Lento,Замедлен,Επιβραδυνμένος,Yavaşlamış,Langsommelig,Nedsakted,Nedsaktad,Vertraagd,Spowolniony,Hidastettu,減速,減速,減速,감속,Zpomalený,Lassított,Încetinit,ช้า,Забавен,מואט,مبطّأ,Usporen,Melambat,Vertraag,Moteldu,Заводзіцца,Desentencionat,Aeglustunud,Hægur,Palēnināts,Sulėtėjo,Spomalený,Upočasnil,Уповільнений,Chậm lại
CONTEXT_CONDITION_STUNNED,[Adjective] [Default male],Stunned,Étourdi,Aturdido,Erstarrter,Stordito,Atordoado,Atordoado,Оглушен,Παραλυμένος,Sersemlemiş,Lamslået,Lamslått,Lamslagen,Bedwelmd,Ogłuszony,Pökerryksissä,スタン,眩晕,眩晕,스턴,Ohromený,Kábult,Împietrit,มึน,Зашеметен,משותק,مصعوق,Zapanjen,Terpana,Verstom,Harritu,Ашаломлены,Atordit,Uimastatud,Töfrandi.,Apdullināts,Nustebino,Ohromený,Stunned.,Приголомшений,Sững sờ
