STRING ID,DESCRIPTION,ENGLISH,FRENCH / FRANÇAIS,SPANISH / ESPAÑOL,GERMAN / DEUTSCH,ITALIAN / ITALIANO,PORTUGUESE / PORTUGUÊS (BR),PORTUGUESE / PORTUGUÊS (PT),RUSSIAN / РУССКИЙ,GREEK / ΕΛΛΗΝΙΚΑ,TURKISH / TÜRKÇE,DANISH / DANSK,NORWEGIAN (NB) / NORSK BOKMÅL,SWEDISH / SVENSKA,DUTCH / NEDERLANDS,POLISH / POLSKI,FINNISH / SUOMI,JAPANESE / 日本語,SIMPLIFIED CHINESE / 简体中文,TRADITIONAL CHINESE / 繁体中文,KOREAN / 한국어,CZECH / ČEŠTINA,HUNGARIAN / MAGYAR,ROMANIAN / ROMÂNĂ,THAI / ภาษาไทย,BULGARIAN / БЪЛГАРСКИ,עברית / HEBREW, العربية / ARABIC,BOSNIAN / bosanski jezik,Indonesian / Bahasa Indonesia,Afrikaans / Afrikaans,Basque / euskara,Belarusian / беларуская мова,Catalan / català,Estonian / eesti,Icelandic / Íslenska,Latvian / latviešu valoda        ,Lithuanian / lietuvių kalba,Slovak / Slovenčina,Slovenian / Slovenski jezik,Ukrainian / Українська,Vietnamese / Tiếng Việt
ADDITIONAL_INFO_IN_SELECT,Additional info to show when selecting language,,(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate),(100% Google Translate)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_PAY_WHAT_YOU_WANT_WARNING,,"Game distributed by pay-what-you-want model, so consider buy it on itch.io or donate to help developer","Jeu distribué par modèle pay-what-you-want, alors pensez à acheter sur itch.io ou faire un don au développeur d'aide","Juego distribuido por modelo de pago lo-que-quiera, así que considere comprarla en itch.io o donar al desarrollador ayuda","Spiel verteilt von Pay-what-you-want-Modell betrachten, so kaufen sie auf itch.io oder Hilfe Entwickler spenden","Gioco distribuito da modello pay-what-you-want, in modo da considerare acquistare su itch.io o donare ad aiuto degli sviluppatori","Jogo distribuído pela modelo pay-que-você-quer, assim que considerar comprá-lo em itch.io ou doar a ajuda desenvolvedor","Jogo distribuído pela modelo pay-que-você-quer, assim que considerar comprá-lo em itch.io ou doar a ajuda desenvolvedor","Игра распространяется платить что-вы-хотите модель, поэтому рассмотрим купить его на itch.io или пожертвовать помощь разработчику","Το παιχνίδι που διανέμονται από το μοντέλο pay-what-you-θέλουν, έτσι ώστε να εξετάσει το αγοράσει για itch.io ή να δωρίσουν για να βοηθήσει την ανάπτυξη","Oyun ödeme neyi isterse onu modeli tarafından dağıtılan, böylece itch.io üzerinde satın veya yardım geliştirici için bağış düşünün","Spil distribueret pay-hvad-du-vil-modellen af, så overvej at købe det på itch.io eller donere til hjælp udvikler","Spillet distribueres av betal-hva-du-vil-modellen, så bør du vurdere å kjøpe den på itch.io eller donere til hjelp utvikleren","Spelet distribueras av pay-vad-du-vill-modellen, så anser köpa den på itch.io eller donera till hjälp utvecklare","Game gedistribueerd door pay-what-you-want-model, dus overweeg kopen op itch.io of doneren aan hulp ontwikkelaar","Gra dystrybuowana przez modelu pay-what-you-want, więc rozważyć ją kupić na itch.io lub oddawania do pomocy dewelopera","Pelin jaettu pay-what-you-haluavat mallin, niin pitää ostaa sen itch.io tai lahjoittaa apua kehittäjä",ゲームはとてもitch.io上でそれを購入したり、ヘルプの開発者に寄付を検討し、有料何-ます-希望のモデルが配布しました,游戏通过支付什么，你想要的模型分布，所以考虑买它itch.io或捐赠给帮助开发者,游戏通过支付什么，你想要的模型分布，所以考虑买它itch.io或捐赠给帮助开发者,"게임 유료 무엇 - 당신 - 찾는 모델에 의해 배포, 그래서 itch.io에 구입 또는 도움말 개발자에게 기부 고려","Hra distribuovány pay-to-you-Umístit modelu, takže zvážit koupit na itch.io nebo darovat na pomoc vývojáře","Játék által forgalmazott pay-what-you-akarom modell, így úgy megvenni itch.io vagy adományozni segítséget fejlesztő","Joc distribuit de modelul pay-ce-te-vreau, așa că ia în considerare cumpara-l pe itch.io sau donați pentru a ajuta dezvoltator",เกมจัดจำหน่ายโดยรูปแบบการจ่ายสิ่งที่คุณต้องการเพื่อให้พิจารณาซื้อมันใน itch.io หรือบริจาคให้กับนักพัฒนาช่วยเหลือ,"Game разпространявани от платени какво-ли-липса модел, така че помислете да го купя на itch.io или дарение на помощ разработчик","המשחק מופץ על ידי מודל תשלום מה-אתה-רוצה, אז לשקול לקנות אותו על itch.io או לתרום למפתח עזרה",لعبة موزعة حسب الطراز دفع ما ما تريد، والنظر في ذلك شراء على itch.io أو التبرع لمساعدة المطور,"Igra distribuira pay-šta-ti-Želim model, pa smatraju ga kupiti na itch.io ili donirati pomoć programera","Game didistribusikan oleh model bayar-apa-kau-inginkan, jadi pertimbangkan membelinya di itch.io atau donasi untuk bantuan pengembang","Game versprei deur pay-wat-jy-wil model, so oorweeg dit koop op itch.io of skenk om hulp ontwikkelaar","Game soldata-zer-you-want-eredu arabera banatzen, beraz, kontuan hartu erosi itch.io edo laguntza sustatzailearen eman","Гульня распаўсюджваецца плаціць што-вы-жадаеце мадэль, таму разгледзім купіць яго на itch.io або ахвяраваць дапамогу распрацоўніку","Joc distribuït per model de pagament el-que-vulgui, així que consideri comprar-la en itch.io o donar a l'desenvolupador ajuda","Mäng levitab tasulise what-you-ostukuulutus mudel, nii et kaaluge osta seda itch.io või annetada abi arendaja","Game dreift af borga-hvað-þú-viljir fyrirmynd, þannig að íhuga að kaupa það á itch.io eða gefa til að hjálpa verktaki","Spēle izplata pay-ko-you-pirkšanas modeli, tāpēc uzskatu to iegādāties itch.io vai ziedot, lai palīdzētu attīstītājs","Žaidimas platinamas mokėti kas-tu-pirkimo modelį, todėl mano, kad pirkti jį itch.io ar dovanoti padėti kūrėjas","Hra distribuované pay-to-you-Umiestniť modelu, takže zvážiť kúpiť na itch.io alebo darovať na pomoc vývojárov","Igra ga razdelijo pay-kaj-si-oglas modela, tako da jo lahko kupite na itch.io ali darovati za pomoč razvijalcem","Гра розповсюджується платити що-ви-хочете модель, тому розглянемо купити його на itch.io або пожертвувати допомогу розробнику","Trò chơi được phân phối bởi mô hình pay-gì-bạn-muốn, vì vậy cân nhắc mua nó trên itch.io hoặc tặng cho nhà phát triển giúp đỡ"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREDITS_PROGRAMMER_SINGLE,,"Programmer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Programmeur: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Programador: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Programmierer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Programmatore: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Programador: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Programador: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Программист: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Προγραμματιστής: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Programcı: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Programmør: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Programmerer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Programmerare: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Programmeur: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Programista: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Ohjelmoija: <link=""https://team-on.github.io/""><u>Team-on</u></link>","プログラマー： <link=""https://team-on.github.io/""><u>Team-on</u></link>","程序员： <link=""https://team-on.github.io/""><u>Team-on</u></link>","程序员： <link=""https://team-on.github.io/""><u>Team-on</u></link>","프로그램 제작자: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Programátor: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Programozó: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Programator: <link=""https://team-on.github.io/""><u>Team-on</u></link>","โปรแกรมเมอร์: <link=""https://team-on.github.io/""><u>Team-on</u></link>","програмист: <link=""https://team-on.github.io/""><u>Team-on</u></link>","מְתַכנֵת: <link=""https://team-on.github.io/""><u>Team-on</u></link>","مبرمج: <link=""https://team-on.github.io/""><u>Team-on</u></link>","programer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Programmer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","programmeerder: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Programmer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","праграміст: <link=""https://team-on.github.io/""><u>Team-on</u></link>","programador: <link=""https://team-on.github.io/""><u>Team-on</u></link>","programmeerija: <link=""https://team-on.github.io/""><u>Team-on</u></link>","forritari: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Programmētājs: <link=""https://team-on.github.io/""><u>Team-on</u></link>","programuotojas: <link=""https://team-on.github.io/""><u>Team-on</u></link>","programátor: <link=""https://team-on.github.io/""><u>Team-on</u></link>","programer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","програміст: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Lập trình viên: <link=""https://team-on.github.io/""><u>Team-on</u></link>"
CREDITS_ARTIST_SINGLE,,"Artist: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Artiste: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Artista: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Künstler: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Artista: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Artista: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Artista: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Художник: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Καλλιτέχνης: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Sanatçı: <link=""https://team-on.github.io/""><u>Team-on</u></link>","kunstner: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Kunstner: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Konstnär: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Artiest: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Artysta: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Taiteilija: <link=""https://team-on.github.io/""><u>Team-on</u></link>","アーティスト： <link=""https://team-on.github.io/""><u>Team-on</u></link>","艺术家： <link=""https://team-on.github.io/""><u>Team-on</u></link>","艺术家： <link=""https://team-on.github.io/""><u>Team-on</u></link>","예술가: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Umělec: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Művész: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Artist: <link=""https://team-on.github.io/""><u>Team-on</u></link>","ศิลปิน: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Изпълнител: <link=""https://team-on.github.io/""><u>Team-on</u></link>","אמן: <link=""https://team-on.github.io/""><u>Team-on</u></link>","الفنان: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Umjetnik: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Artis: <link=""https://team-on.github.io/""><u>Team-on</u></link>","kunstenaar: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Artist: <link=""https://team-on.github.io/""><u>Team-on</u></link>","выканаўца: <link=""https://team-on.github.io/""><u>Team-on</u></link>","artista: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Artist: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Artist: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Mākslinieks: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Atlikėjas: <link=""https://team-on.github.io/""><u>Team-on</u></link>","umelec: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Izvajalec: <link=""https://team-on.github.io/""><u>Team-on</u></link>","виконавець: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Họa sĩ: <link=""https://team-on.github.io/""><u>Team-on</u></link>"
CREDITS_GAME_DESIGNER_SINGLE,,"Game designer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Designer de jeu: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Diseñador de juegos: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Spieledesigner: <link=""https://team-on.github.io/""><u>Team-on</u></link>","game designer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","designer de jogos: <link=""https://team-on.github.io/""><u>Team-on</u></link>","designer de jogos: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Игровой дизайнер: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Σχεδιαστής παιχνιδιών: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Oyun tasarımcısı: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Spil designer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Spilldesigner: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Spel designer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Spel ontwerper: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Twórca gier: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Pelisuunnittelija: <link=""https://team-on.github.io/""><u>Team-on</u></link>","ゲームデザイナー： <link=""https://team-on.github.io/""><u>Team-on</u></link>","游戏设计师： <link=""https://team-on.github.io/""><u>Team-on</u></link>","游戏设计师： <link=""https://team-on.github.io/""><u>Team-on</u></link>","게임 디자이너 : <link=""https://team-on.github.io/""><u>Team-on</u></link>","Game designer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Játéktervező: <link=""https://team-on.github.io/""><u>Team-on</u></link>","designer de joc: <link=""https://team-on.github.io/""><u>Team-on</u></link>","นักออกแบบเกม: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Дизайнерът на игри: <link=""https://team-on.github.io/""><u>Team-on</u></link>","מעצב משחק: <link=""https://team-on.github.io/""><u>Team-on</u></link>","مصمم ألعاب: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Game dizajner: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Perancang permainan: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Spel ontwerper: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Game diseinatzaile: <link=""https://team-on.github.io/""><u>Team-on</u></link>","дызайнер гульні: <link=""https://team-on.github.io/""><u>Team-on</u></link>","El dissenyador de jocs: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Mäng disainer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Game Hönnuður: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Spēle dizaineris: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Žaidimo dizaineris: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Game designer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Igra oblikovalec: <link=""https://team-on.github.io/""><u>Team-on</u></link>","дизайнер гри: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Nhà thiết kế trò chơi: <link=""https://team-on.github.io/""><u>Team-on</u></link>"
CREDITS_SOUND_DESIGNER_SINGLE,,"Sound designer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Concepteur sonore: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Diseñador de sonido: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Sounddesigner: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Sound designer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","designer de som: <link=""https://team-on.github.io/""><u>Team-on</u></link>","designer de som: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Звукорежиссер: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Σχεδιαστής ήχου: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Ses tasarımcısı: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Lyddesigner: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Lyddesigner: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Ljud designer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Sound designer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","projektant dźwięku: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Äänisuunnittelija: <link=""https://team-on.github.io/""><u>Team-on</u></link>","サウンドデザイナー： <link=""https://team-on.github.io/""><u>Team-on</u></link>","音响设计： <link=""https://team-on.github.io/""><u>Team-on</u></link>","音响设计： <link=""https://team-on.github.io/""><u>Team-on</u></link>","사운드 디자이너: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Zvukový designér: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Hangmérnök: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Designer de sunet: <link=""https://team-on.github.io/""><u>Team-on</u></link>","ออกแบบเสียง: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Дизайнер на озвучаването: <link=""https://team-on.github.io/""><u>Team-on</u></link>","מעצב סאונד: <link=""https://team-on.github.io/""><u>Team-on</u></link>","مصمم الصوت: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Dizajn zvuka: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Suara desainer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Klankontwerper: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Soinu-diseinatzailea: <link=""https://team-on.github.io/""><u>Team-on</u></link>","гукарэжысёр: <link=""https://team-on.github.io/""><u>Team-on</u></link>","dissenyador de so: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Helikunstnik: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Hljóðhönnuður: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Skaņa dizaineris: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Garso dizaineris: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Zvukový designer: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Oblikovalec zvoka: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Звукорежисер: <link=""https://team-on.github.io/""><u>Team-on</u></link>","Nhà thiết kế âm thanh: <link=""https://team-on.github.io/""><u>Team-on</u></link>"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREDITS_DEVELOPED_BY_SINGLE,,"Developed by the <link=""https://team-on.github.io/""><u>Team-on games</u></link>","par les pays développés <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Desarrollado por el <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Entwickelt von der <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Sviluppato dal <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Desenvolvido pelo <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Desenvolvido pelo <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Разрабатываемая <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Αναπτύχθηκε από το <link=""https://team-on.github.io/""><u>Team-on games</u></link>","tarafından geliştirilen <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Udviklet af den <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Utviklet av <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Utvecklats av <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Ontwikkeld door de <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Opracowany przez <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Kehittämä <link=""https://team-on.github.io/""><u>Team-on games</u></link>","によって開発<link=""https://team-on.github.io/""><u>Team-on games</u></link>","由开发<link=""https://team-on.github.io/""><u>Team-on games</u></link>","由开发<link=""https://team-on.github.io/""><u>Team-on games</u></link>","에 의해 개발 된 <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Vyvinutý společností <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Által kifejlesztett <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Dezvoltat de către <link=""https://team-on.github.io/""><u>Team-on games</u></link>","ที่พัฒนาโดย <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Разработена от <link=""https://team-on.github.io/""><u>Team-on games</u></link>","פותח על ידי <link=""https://team-on.github.io/""><u>Team-on games</u></link>","التي وضعتها <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Razvijen od strane <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Dikembangkan oleh <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Ontwikkel deur die <link=""https://team-on.github.io/""><u>Team-on games</u></link>","garatutako <link=""https://team-on.github.io/""><u>Team-on games</u></link>","якая распрацоўваецца <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Desenvolupat pel <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Poolt väljatöötatud <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Þróaðar hafa verið af <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Izstrādāts ar <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Sukūrė <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Vyvinutý spoločnosťou <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Razvit z <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Розробляється <link=""https://team-on.github.io/""><u>Team-on games</u></link>","Phát triển bởi các <link=""https://team-on.github.io/""><u>Team-on games</u></link>"
